Year,ticket_geo_region_name,Type,sub_type,Percentage
2018,Mecklenburg-Vorpommern,Essen,NA,NA
2018,Niedersachsen,Kosten,Günstige Hochzeit,0.37
2018,Niedersachsen,Service,Tanzkurs,0.38
2018,Niedersachsen,Zeremonie,standesamtlich,0.56
2018,Niedersachsen,Location,Villa,0.53
2018,Niedersachsen,Essen,Catering,0.5
2018,Nordrhein-Westfalen,Kosten,Günstige Hochzeit,0.42
2018,Nordrhein-Westfalen,Service,Tanzkurs,0.4
2018,Nordrhein-Westfalen,Zeremonie,standesamtlich,0.53
2018,Nordrhein-Westfalen,Location,Villa,0.54
2018,Nordrhein-Westfalen,Essen,Catering,0.58
2018,Rheinland-Pfalz,Kosten,Günstige Hochzeit,0.48
2018,Rheinland-Pfalz,Service,Tanzkurs,0.37
2018,Rheinland-Pfalz,Zeremonie,standesamtlich,0.51
2018,Rheinland-Pfalz,Location,Villa,0.56
2018,Rheinland-Pfalz,Essen,Catering,1
2018,Saarland,Kosten,Günstige Hochzeit,1
2018,Saarland,Service,Tanzkurs,0.37
2018,Saarland,Zeremonie,standesamtlich,0.55
2018,Saarland,Location,Villa,1
2018,Saarland,Essen,NA,NA
2018,Sachsen,Kosten,Günstige Hochzeit,0.41
2018,Sachsen,Service,Tanzkurs,0.5
2018,Sachsen,Zeremonie,standesamtlich,0.57
2018,Sachsen,Location,Villa,0.67
2018,Sachsen,Essen,NA,NA
2018,Sachsen-Anhalt,Kosten,Günstige Hochzeit,0.52
2018,Sachsen-Anhalt,Service,Tanzkurs,0.6
2018,Sachsen-Anhalt,Zeremonie,standesamtlich,1
2018,Sachsen-Anhalt,Location,Villa,0.72
2018,Sachsen-Anhalt,Essen,NA,NA
2018,Schleswig-Holstein,Kosten,Günstige Hochzeit,0.45
2018,Schleswig-Holstein,Service,Tanzkurs,0.61
2018,Schleswig-Holstein,Zeremonie,standesamtlich,0.54
2018,Schleswig-Holstein,Location,Villa,0.54
2018,Schleswig-Holstein,Essen,NA,NA
2018,Thüringen,Kosten,Günstige Hochzeit,0.53
2018,Thüringen,Service,Tanzkurs,0.73
2018,Thüringen,Zeremonie,standesamtlich,1
2018,Thüringen,Location,Villa,0.55
2018,Thüringen,Essen,NA,NA
2019,Baden-Württemberg,Kosten,Günstige Hochzeit,0.41
2019,Baden-Württemberg,Service,Tanzkurs,0.39
2019,Baden-Württemberg,Zeremonie,standesamtlich,0.49
2019,Baden-Württemberg,Location,Villa,0.53
2019,Baden-Württemberg,Essen,Catering,0.49
2019,Bayern,Kosten,Günstige Hochzeit,0.4
2019,Bayern,Service,Tanzkurs,0.37
2019,Bayern,Zeremonie,standesamtlich,0.5
2019,Bayern,Location,Villa,0.51
2019,Bayern,Essen,Catering,0.59
2019,Berlin,Kosten,Günstige Hochzeit,0.49
2019,Berlin,Service,Tanzkurs,0.37
2019,Berlin,Zeremonie,standesamtlich,0.65
2019,Berlin,Location,Villa,0.45
2019,Berlin,Essen,Catering,1
2019,Brandenburg,Kosten,Günstige Hochzeit,0.51
2019,Brandenburg,Service,Tanzkurs,0.6
2019,Brandenburg,Zeremonie,standesamtlich,1
2019,Brandenburg,Location,Villa,0.51
2019,Brandenburg,Essen,NA,NA
2019,Bremen,Kosten,Günstige Hochzeit,1
2019,Bremen,Service,Tanzkurs,0.25
2019,Bremen,Zeremonie,standesamtlich,1
2019,Bremen,Location,NA,NA
2019,Bremen,Essen,NA,NA
2019,Deutschland,Kosten,Günstige Hochzeit,0.46
2019,Deutschland,Service,Tanzkurs,0.37
2019,Deutschland,Zeremonie,standesamtlich,0.57
2019,Deutschland,Location,Villa,0.51
2019,Deutschland,Essen,Catering,0.53
2019,Hamburg,Kosten,Günstige Hochzeit,0.55
2019,Hamburg,Service,Tanzkurs,0.39
2019,Hamburg,Zeremonie,standesamtlich,0.6
2019,Hamburg,Location,Villa,0.62
2019,Hamburg,Essen,NA,NA
2019,Hessen,Kosten,Günstige Hochzeit,0.49
2019,Hessen,Service,Tanzkurs,0.41
2019,Hessen,Zeremonie,standesamtlich,0.54
2019,Hessen,Location,Villa,0.48
2019,Hessen,Essen,Catering,0.52
2019,Mecklenburg-Vorpommern,Kosten,Günstige Hochzeit,0.57
2019,Mecklenburg-Vorpommern,Service,Tanzkurs,0.88
2019,Mecklenburg-Vorpommern,Zeremonie,standesamtlich,1
2019,Mecklenburg-Vorpommern,Location,Villa,1
2019,Mecklenburg-Vorpommern,Essen,NA,NA
2019,Niedersachsen,Kosten,Günstige Hochzeit,0.36
2019,Niedersachsen,Service,Tanzkurs,0.34
2019,Niedersachsen,Zeremonie,standesamtlich,0.58
2019,Niedersachsen,Location,Villa,0.51
2019,Niedersachsen,Essen,Catering,0.6
2019,Nordrhein-Westfalen,Kosten,Günstige Hochzeit,0.44
2019,Nordrhein-Westfalen,Service,Tanzkurs,0.38
2019,Nordrhein-Westfalen,Zeremonie,standesamtlich,0.54
2019,Nordrhein-Westfalen,Location,Villa,0.53
2019,Nordrhein-Westfalen,Essen,Catering,0.64
2019,Rheinland-Pfalz,Kosten,Günstige Hochzeit,0.5
2019,Rheinland-Pfalz,Service,Tanzkurs,0.36
2019,Rheinland-Pfalz,Zeremonie,standesamtlich,0.48
2019,Rheinland-Pfalz,Location,Villa,0.52
2019,Rheinland-Pfalz,Essen,Catering,1
2019,Saarland,Kosten,Günstige Hochzeit,1
2019,Saarland,Service,Tanzkurs,0.35
2019,Saarland,Zeremonie,standesamtlich,0.59
2019,Saarland,Location,Villa,1
2019,Saarland,Essen,NA,NA
2019,Sachsen,Kosten,Günstige Hochzeit,0.5
2019,Sachsen,Service,Tanzkurs,0.52
2019,Sachsen,Zeremonie,standesamtlich,0.55
2019,Sachsen,Location,Villa,0.61
2019,Sachsen,Essen,NA,NA
2019,Sachsen-Anhalt,Kosten,Günstige Hochzeit,0.62
2019,Sachsen-Anhalt,Service,Tanzkurs,0.73
2019,Sachsen-Anhalt,Zeremonie,standesamtlich,1
2019,Sachsen-Anhalt,Location,Villa,0.56
2019,Sachsen-Anhalt,Essen,NA,NA
2019,Schleswig-Holstein,Kosten,Günstige Hochzeit,0.52
2019,Schleswig-Holstein,Service,Tanzkurs,0.6
2019,Schleswig-Holstein,Zeremonie,standesamtlich,0.59
2019,Schleswig-Holstein,Location,Villa,0.58
2019,Schleswig-Holstein,Essen,NA,NA
2019,Thüringen,Kosten,Günstige Hochzeit,0.53
2019,Thüringen,Service,Tanzkurs,0.8
2019,Thüringen,Zeremonie,standesamtlich,1
2019,Thüringen,Location,Villa,0.6
2019,Thüringen,Essen,NA,NA
2020,Baden-Württemberg,Kosten,Günstige Hochzeit,0.55
2020,Baden-Württemberg,Service,Tanzkurs,0.38
2020,Baden-Württemberg,Zeremonie,standesamtlich,0.59
2020,Baden-Württemberg,Location,Villa,0.51
2020,Baden-Württemberg,Essen,Catering,0.62
2020,Bayern,Kosten,Günstige Hochzeit,0.5
2020,Bayern,Service,Tanzkurs,0.43
2020,Bayern,Zeremonie,standesamtlich,0.58
2020,Bayern,Location,Villa,0.53
2020,Bayern,Essen,Catering,0.54
2020,Berlin,Kosten,Günstige Hochzeit,0.42
2020,Berlin,Service,Tanzkurs,0.33
2020,Berlin,Zeremonie,standesamtlich,0.82
2020,Berlin,Location,Villa,0.45
2020,Berlin,Essen,Catering,1
2020,Brandenburg,Kosten,Günstige Hochzeit,0.6
2020,Brandenburg,Service,Tanzkurs,0.61
2020,Brandenburg,Zeremonie,standesamtlich,1
2020,Brandenburg,Location,Villa,0.67
2020,Brandenburg,Essen,NA,NA
2020,Bremen,Kosten,Günstige Hochzeit,1
2020,Bremen,Service,Tanzkurs,0.38
2020,Bremen,Zeremonie,standesamtlich,1
2020,Bremen,Location,NA,NA
2020,Bremen,Essen,NA,NA
2020,Deutschland,Kosten,Günstige Hochzeit,0.55
2020,Deutschland,Service,Tanzkurs,0.41
2020,Deutschland,Zeremonie,standesamtlich,0.67
2020,Deutschland,Location,Villa,0.52
2020,Deutschland,Essen,Catering,0.58
2020,Hamburg,Kosten,Günstige Hochzeit,0.63
2020,Hamburg,Service,Tanzkurs,0.41
2020,Hamburg,Zeremonie,standesamtlich,0.85
2020,Hamburg,Location,Villa,0.61
2020,Hamburg,Essen,NA,NA
2020,Hessen,Kosten,Günstige Hochzeit,0.39
2020,Hessen,Service,Tanzkurs,0.4
2020,Hessen,Zeremonie,standesamtlich,0.5
2020,Hessen,Location,Villa,0.51
2020,Hessen,Catering,Catering,0.8
2020,Mecklenburg-Vorpommern,Kosten,Günstige Hochzeit,0.67
2020,Mecklenburg-Vorpommern,Service,Tanzkurs,0.88
2020,Mecklenburg-Vorpommern,Zeremonie,standesamtlich,1
2020,Mecklenburg-Vorpommern,Location,Villa,1
2020,Mecklenburg-Vorpommern,Essen,NA,NA
2020,Niedersachsen,Kosten,Günstige Hochzeit,0.56
2020,Niedersachsen,Service,Tanzkurs,0.42
2020,Niedersachsen,Zeremonie,standesamtlich,0.64
2020,Niedersachsen,Location,Villa,0.5
2020,Niedersachsen,Essen,Catering,0.61
2020,Nordrhein-Westfalen,Kosten,Günstige Hochzeit,0.47
2020,Nordrhein-Westfalen,Service,Tanzkurs,0.4
2020,Nordrhein-Westfalen,Zeremonie,standesamtlich,0.66
2020,Nordrhein-Westfalen,Location,Villa,0.54
2020,Nordrhein-Westfalen,Essen,Catering,0.74
2020,Rheinland-Pfalz,Kosten,Günstige Hochzeit,0.57
2020,Rheinland-Pfalz,Service,Tanzkurs,0.42
2020,Rheinland-Pfalz,Zeremonie,standesamtlich,0.63
2020,Rheinland-Pfalz,Location,Villa,0.52
2020,Rheinland-Pfalz,Essen,Catering,1
2020,Saarland,Kosten,Günstige Hochzeit,1
2020,Saarland,Service,Tanzkurs,0.28
2020,Saarland,Zeremonie,standesamtlich,0.69
2020,Saarland,Location,NA,NA
2020,Saarland,Essen,NA,NA
2020,Sachsen,Kosten,Günstige Hochzeit,0.52
2020,Sachsen,Service,Tanzkurs,0.67
2020,Sachsen,Zeremonie,standesamtlich,0.67
2020,Sachsen,Location,Villa,0.57
2020,Sachsen,Essen,NA,NA
2020,Sachsen-Anhalt,Kosten,Günstige Hochzeit,0.78
2020,Sachsen-Anhalt,Service,Tanzkurs,0.46
2020,Sachsen-Anhalt,Zeremonie,standesamtlich,1
2020,Sachsen-Anhalt,Location,Villa,0.67
2020,Sachsen-Anhalt,Essen,NA,NA
2020,Schleswig-Holstein,Kosten,Günstige Hochzeit,0.52
2020,Schleswig-Holstein,Service,Tanzkurs,0.61
2020,Schleswig-Holstein,Zeremonie,standesamtlich,0.6
2020,Schleswig-Holstein,Location,Villa,0.72
2020,Schleswig-Holstein,Essen,NA,NA
2020,Thüringen,Kosten,Günstige Hochzeit,0.62
2020,Thüringen,Service,Tanzkurs,0.65
2020,Thüringen,Zeremonie,standesamtlich,1
2020,Thüringen,Location,Villa,0.58
2020,Thüringen,Essen,NA,NA
